0,0.1245856,-0.04219037,0.07525325,-0.1333548
0.004166667,0.1243451,-0.04929597,0.0746978,-0.1398705
0.008333333,0.1222051,-0.05465565,0.07363529,-0.145928
0.0125,0.1185611,-0.05911261,0.07321648,-0.1524809
0.01666667,0.1154977,-0.06509858,0.07289233,-0.1595294
0.02083333,0.1126645,-0.07182968,0.07310264,-0.1661667
0.025,0.1075443,-0.07590287,0.07046776,-0.1730037
0.02906667,0.1029657,-0.08080592,0.0721056,-0.1791697
0.03313333,0.09868871,-0.08648543,0.0719353,-0.1861922
0.03738889,0.09465901,-0.09371575,0.07141986,-0.1925723
0.04164444,0.08761408,-0.09684617,0.06986365,-0.1985748
0.04572222,0.08277296,-0.1036195,0.06938087,-0.2042823
0.0498,0.07540084,-0.107774,0.06963681,-0.2097042
0.05404444,0.06971018,-0.1133636,0.06940163,-0.2130772
0.05828889,0.06203144,-0.1176475,0.06932691,-0.2168016
0.06237778,0.0543845,-0.1217387,0.06926132,-0.2197313
0.06646667,0.04628361,-0.1252727,0.06894066,-0.2197079
0.0707,0.03770991,-0.1281208,0.06903181,-0.219243
0.07493333,0.02882914,-0.1306832,0.07068337,-0.2174753
0.07902222,0.02011207,-0.13065,0.06628448,-0.2158712
0.08311111,0.01106476,-0.1328513,0.06401432,-0.2132284
0.08734444,0.002523755,-0.1316957,0.06115366,-0.2097219
0.09157778,-0.006423267,-0.1313889,0.05830485,-0.2051341
0.09567778,-0.01532069,-0.1305172,0.05464635,-0.1999704
0.09977778,-0.02285865,-0.1283474,0.05013503,-0.1953822
0.104,-0.03078666,-0.1265236,0.04535241,-0.1901444
0.1082222,-0.03822787,-0.1242822,0.04019805,-0.1851177
0.1123333,-0.04551719,-0.121679,0.03524303,-0.1800261
0.1164444,-0.05297204,-0.118855,0.03027734,-0.1753287
0.1205556,-0.05910677,-0.1154547,0.02477388,-0.17095
0.1248111,-0.06552841,-0.1117993,0.01897992,-0.1667552
0.1290667,-0.07191379,-0.1076901,0.01306477,-0.1622883
0.1331333,-0.07793232,-0.1035993,0.007864426,-0.15786
0.1372,-0.08337759,-0.09909163,0.001969078,-0.1547774
0.1414667,-0.08810615,-0.09447246,-0.003322188,-0.1503936
0.1456333,-0.09363651,-0.08936311,-0.008611471,-0.1464623
0.1498,-0.09827973,-0.08411738,-0.01495843,-0.1442144
0.1539667,-0.1027323,-0.07912378,-0.02060771,-0.1398483
0.1581333,-0.1068207,-0.07393495,-0.02628761,-0.1367021
0.1623,-0.1135668,-0.07061177,-0.03182207,-0.1343182
0.1664667,-0.1172859,-0.06546283,-0.03758397,-0.1320922
0.1706333,-0.1175183,-0.05774535,-0.04313368,-0.1292162
0.1748,-0.1197881,-0.05211416,-0.04880722,-0.1275349
0.1789667,-0.1239167,-0.04766455,-0.05350791,-0.1236106
0.1831333,-0.1270721,-0.04328316,-0.05951177,-0.122999
0.1873,-0.1293078,-0.03766357,-0.06513289,-0.1207083
0.1914667,-0.1273315,-0.0310862,-0.07082935,-0.1195276
0.1956333,-0.1289714,-0.02795616,-0.07639609,-0.1149336
0.1998,-0.1315941,-0.02193198,-0.08243722,-0.1129831
0.2039667,-0.1305803,-0.01944173,-0.09003881,-0.1126672
0.2081333,-0.1322927,-0.01492868,-0.09461628,-0.108761
0.2123,-0.1338348,-0.01061992,-0.1025887,-0.107086
0.2164667,-0.1323722,-0.005229737,-0.1078986,-0.1042195
0.2206333,-0.1328598,-0.002876564,-0.1144274,-0.1020503
0.2248,-0.1323529,0.001054674,-0.1207424,-0.09904255
0.2289667,-0.1337057,0.00365934,-0.1278042,-0.09658169
0.2331333,-0.1319725,0.006257795,-0.1344788,-0.09355456
0.2373,-0.1320417,0.008991581,-0.141082,-0.09004843
0.2414667,-0.132113,0.009784021,-0.1474509,-0.08673025
0.2456333,-0.1318825,0.0121035,-0.1549989,-0.08333495
0.2497,-0.1331947,0.01500295,-0.1608731,-0.08019031
0.2537667,-0.1324352,0.01530557,-0.1665813,-0.07539517
0.2580333,-0.1328469,0.01678931,-0.1731745,-0.07151753
