0.0438611748 -0.0198195974
0.0514243481 -0.0191088478
0.0573472060 -0.0154592355
0.0654247957 -0.0141079814
0.0723057054 -0.0114245003
0.0806292406 -0.0096478441
0.0875381101 -0.0070971160
0.0948255925 -0.0047320727
0.1011746929 -0.0033641795
0.1081470249 -0.0021203123
0.1159702186 -0.0006442305
0.1230902726 -0.0000278758
0.1299719790 -0.0005425826
0.1351132154 -0.0022752595
0.1418615002 -0.0039828651
0.1494366028 -0.0067521068
0.1547417831 -0.0106538601
0.1614140853 -0.0153486980
0.1675788852 -0.0207192833
0.1734964658 -0.0268382266
0.1785247740 -0.0340490419
0.1831400916 -0.0420652344
0.1875830091 -0.0507443467
0.1896260041 -0.0610923636
0.1926562346 -0.0718450617
0.1928387224 -0.0836086633
0.1924284835 -0.0963479323
0.1900113006 -0.1095407691
0.1855072745 -0.1227493286
0.1797845457 -0.1360621085
0.1725672710 -0.1492675379
0.1629163069 -0.1616015918
0.1519741373 -0.1734819343
0.1392943546 -0.1832650865
0.1250536783 -0.1928679793
0.1097434508 -0.2003713038
0.0944008532 -0.2065973307
0.0775083094 -0.2108955376
0.0609287692 -0.2148829062
0.0444903535 -0.2167303943
0.0283023251 -0.2171881691
0.0122103642 -0.2182940103
-0.0030523883 -0.2165011611
-0.0177584918 -0.2143896568
-0.0319900145 -0.2131068906
-0.0457874637 -0.2104521517
-0.0579755376 -0.2080269584
-0.0707870199 -0.2050039134
-0.0818450563 -0.2025193615
-0.0931264213 -0.1994155854
-0.1028810499 -0.1965700735
-0.1135989953 -0.1936596844
-0.1229999672 -0.1907450320
-0.1293198949 -0.1875420017
-0.1375091914 -0.1844447735
-0.1438881711 -0.1813165515
-0.1499168632 -0.1773789660
-0.1542461828 -0.1733582772
-0.1609303159 -0.1702440124
-0.1629154447 -0.1652958946
-0.1644699730 -0.1606950220
-0.1691120162 -0.1564410518
-0.1695637406 -0.1520271419
-0.1720149368 -0.1477730388
-0.1753567527 -0.1444167646
-0.1761466000 -0.1404742751
-0.1763439635 -0.1365252791
-0.1765870229 -0.1333784894
-0.1799093606 -0.1311890652
-0.1805584436 -0.1288686016
-0.1813963980 -0.1269240187
-0.1830986504 -0.1251901372
-0.1841719508 -0.1245360829
-0.1844594466 -0.1234622215
-0.1848758981 -0.1230538942
-0.1854652425 -0.1232017589
-0.1866017807 -0.1239947983
-0.1870780464 -0.1248570303
-0.1864254942 -0.1262509957
-0.1871846648 -0.1281513868
-0.1870072188 -0.1301356264
-0.1866643222 -0.1328767960
-0.1863607132 -0.1353080762
-0.1865613802 -0.1386329319
-0.1849667975 -0.1414004360
-0.1830807470 -0.1443655687
-0.1795046855 -0.1473481674
-0.1776682197 -0.1509237378
-0.1737722456 -0.1541842577
-0.1693684425 -0.1576558560
-0.1640147713 -0.1607296061
-0.1586733641 -0.1642772408
-0.1499737312 -0.1677467870
-0.1428989191 -0.1716455869
-0.1344678504 -0.1754914446
-0.1262137797 -0.1791752641
-0.1153679693 -0.1837177584
-0.1052459339 -0.1878696930
-0.0947656698 -0.1931805817
-0.0832684985 -0.1970845198
-0.0703020588 -0.2012729445
-0.0566363119 -0.2056214997
-0.0426442646 -0.2094330867
-0.0278920263 -0.2123647702
-0.0120026921 -0.2156536666
0.0040161455 -0.2178772233
0.0212068488 -0.2192484170
0.0383931319 -0.2197619200
0.0558782753 -0.2192078877
0.0736006284 -0.2146438634
0.0907776869 -0.2098661027
0.1078714332 -0.2039127360
0.1227860074 -0.1951482566
0.1376971370 -0.1853012648
0.1499993813 -0.1738359539
0.1601795656 -0.1611682500
0.1689059313 -0.1478929445
0.1749615157 -0.1340506775
0.1801075794 -0.1203321377
0.1833566754 -0.1068998404
0.1854795734 -0.0936426819
0.1850081421 -0.0812107525
0.1838306497 -0.0695212355
0.1814474148 -0.0585960288
0.1782759543 -0.0487027431
0.1748396078 -0.0397903851
0.1702568701 -0.0315928357
0.1657009542 -0.0244793481
0.1604589235 -0.0183493074
0.1541212909 -0.0128757028
0.1487432882 -0.0084682256
0.1423597786 -0.0051648813
0.1364243030 -0.0021676764
0.1306029193 0.0001341229
0.1239389617 0.0013755790
0.1171768282 0.0018447053
0.1106973631 0.0018322296
0.1030344875 0.0010432448
0.0964174298 -0.0002462281
0.0911381260 -0.0016202147
0.0835972420 -0.0041557168
0.0773348760 -0.0061421509
0.0711557777 -0.0086353403
0.0642931092 -0.0113103774
0.0553376367 -0.0124645479
0.0500403683 -0.0149437533
0.0433897464 -0.0183962225
0.0363605041 -0.0212561787
0.0276136431 -0.0219567974
0.0204378995 -0.0235324171
0.0136702390 -0.0274519140
0.0049084836 -0.0287103176
-0.0020902343 -0.0278396509
-0.0104870589 -0.0303115165
-0.0167722720 -0.0327919878
-0.0264994106 -0.0333706752
-0.0348289893 -0.0331748550
-0.0434999230 -0.0326618373
-0.0527359193 -0.0318493899
-0.0620596752 -0.0311502557
-0.0715917342 -0.0288098997
-0.0813020319 -0.0278203491
-0.0916126947 -0.0269133448
-0.1015714534 -0.0267253940
-0.1122018073 -0.0273356472
-0.1221341085 -0.0277662469
-0.1325031897 -0.0297530517
-0.1426704773 -0.0326259970
-0.1525233875 -0.0353688807
-0.1628051169 -0.0385401212
-0.1716175975 -0.0430747657
-0.1792074362 -0.0502898772
-0.1866097419 -0.0573154192
-0.1941473344 -0.0647426200
-0.1974740872 -0.0741583808
-0.1997180352 -0.0849186979
-0.2035422159 -0.0954701639
-0.2015854373 -0.1063815192
-0.1998247368 -0.1175951537
-0.1933684523 -0.1280909303
-0.1859917413 -0.1392570057
-0.1774042024 -0.1472864417
-0.1672879811 -0.1550550162
-0.1561558472 -0.1621432293
-0.1429814798 -0.1678227685
-0.1301061439 -0.1732221589
-0.1175950437 -0.1767325912
-0.1041366755 -0.1798676567
-0.0897974624 -0.1813127181
-0.0767367212 -0.1827770778
-0.0640255356 -0.1824564770
-0.0522450656 -0.1835458487
-0.0396587357 -0.1828995347
-0.0275036990 -0.1824091669
-0.0170546236 -0.1827448880
-0.0063593636 -0.1830786932
0.0041853109 -0.1830294735
0.0146769732 -0.1836641576
0.0248897913 -0.1843806245
0.0343885237 -0.1859415444
0.0437075936 -0.1877903284
0.0523145729 -0.1893957543
0.0611234679 -0.1911151272
0.0692082669 -0.1938812635
0.0770429146 -0.1969746446
0.0835202774 -0.1995017316
0.0898493897 -0.2021281091
0.0950830102 -0.2041258765
0.0990590737 -0.2047314669
0.1016962450 -0.2054765713
0.1047430894 -0.2062805924
0.1064614907 -0.2049302912
0.1075319237 -0.2027677801
0.1074060159 -0.1985270793
0.1088825164 -0.1950380151
0.1087291175 -0.1906482509
0.1091286073 -0.1860284493
0.1085091096 -0.1807192055
0.1090158424 -0.1755113013
0.1087751691 -0.1707259273
0.1079565569 -0.1665207808
0.1080150734 -0.1623060168
0.1067125210 -0.1580491797
0.1070710101 -0.1550615831
0.1079797571 -0.1518349710
0.1074309473 -0.1489377355
0.1066974461 -0.1467397803
0.1067475823 -0.1452632934
0.1065880703 -0.1457977188
0.1061420698 -0.1462280187
0.1059814852 -0.1462678162
0.1056831751 -0.1473065988
0.1059213735 -0.1483070101
0.1064387580 -0.1499016751
0.1066723012 -0.1525065131
0.1064631811 -0.1548921607
0.1057347526 -0.1577053642
0.1058110078 -0.1629810535
0.1069903089 -0.1667841894
0.1068973344 -0.1714544132
0.1073191853 -0.1762749910
0.1073969789 -0.1817672435
0.1074682659 -0.1869751513
0.1068384030 -0.1908084233
0.1069307807 -0.1953447945
0.1075490504 -0.2008053428
0.1063054027 -0.2032744140
0.1056864927 -0.2049804058
0.1035572390 -0.2072144004
0.1010498590 -0.2081095435
0.0980114905 -0.2061630941
0.0926464831 -0.2047963305
0.0868058044 -0.2032910577
0.0815380686 -0.2006789387
0.0739692990 -0.1977712804
0.0666055099 -0.1944978683
0.0583662363 -0.1920183333
0.0500980360 -0.1900978580
0.0412633758 -0.1877518502
0.0321414546 -0.1861509717
0.0225245441 -0.1845635712
0.0125297056 -0.1848350847
0.0029854217 -0.1849786468
-0.0073316162 -0.1841933738
-0.0183778599 -0.1844405054
-0.0301207054 -0.1836265700
-0.0416509780 -0.1844785417
-0.0536650953 -0.1841428333
-0.0660152495 -0.1838604368
-0.0781452270 -0.1827596810
-0.0912522011 -0.1811465213
-0.1047772233 -0.1792432890
-0.1176502888 -0.1759413455
-0.1305077724 -0.1724160718
-0.1427199977 -0.1674554350
-0.1551955378 -0.1623273506
-0.1666020359 -0.1556157518
-0.1755908298 -0.1480197341
-0.1838361689 -0.1396377531
-0.1910550106 -0.1300128957
-0.1985361643 -0.1201770092
-0.2003120300 -0.1095524937
-0.2001962862 -0.0993889944
-0.1992012892 -0.0891179021
-0.1976812145 -0.0806560702
-0.1932149480 -0.0722269784
-0.1879933918 -0.0635248612
-0.1809217663 -0.0569175395
-0.1735565502 -0.0492662677
-0.1653233435 -0.0439809151
-0.1552581310 -0.0395012665
-0.1463025485 -0.0362169434
-0.1362870320 -0.0338351654
-0.1270821786 -0.0321556217
-0.1169366498 -0.0307864022
-0.1068382849 -0.0304661621
-0.0975344374 -0.0318918125
-0.0882520174 -0.0313549846
-0.0788938631 -0.0332946792
-0.0696240169 -0.0317982397
-0.0612144204 -0.0329618916
-0.0520103848 -0.0324216627
-0.0437702798 -0.0333275237
-0.0362359630 -0.0347958335
-0.0296803062 -0.0341615044
-0.0224714753 -0.0333274648
-0.0145232569 -0.0323181550
-0.0093593511 -0.0307433557
-0.0009759974 -0.0314150800
0.0023890795 -0.0283891507
0.0101714617 -0.0274878673
0.0162972092 -0.0239948387
0.0193408595 -0.0227630639
0.0229341037 -0.0209527921
0.0273227698 -0.0184602604
0.0325357212 -0.0168844853
0.0350281382 -0.0127015597
0.0387127200 -0.0103833803
0.0423560543 -0.0080772734
0.0449984296 -0.0050295658
0.0487013374 -0.0035616957
0.0513297727 -0.0009301439
0.0549982844 0.0006394356
0.0561787637 0.0035051480
0.0592039972 0.0045276798
0.0617456958 0.0058335614
0.0636990950 0.0072175372
0.0666457911 0.0077698806
0.0680019454 0.0087438440
0.0705057509 0.0088133842
0.0725146212 0.0088109532
0.0746688957 0.0080731871
0.0765745610 0.0074049622
0.0785419726 0.0061596150
0.0808105708 0.0048317868
0.0830107988 0.0029145519
0.0843319417 0.0006726179
0.0870423009 -0.0024439460
0.0887153698 -0.0053269413
0.0910712158 -0.0089616193
0.0930199757 -0.0130332809
0.0958854165 -0.0170168140
0.0979994144 -0.0223913546
0.1007478567 -0.0265147588
0.1029315854 -0.0339948964
0.1038745723 -0.0428848192
0.1069445763 -0.0498735267
0.1078839963 -0.0595995625
0.1085812096 -0.0700398467
0.1085809200 -0.0817042389
0.1084872140 -0.0944514314
0.1054865773 -0.1078643454
0.1021651926 -0.1223580635
0.0968020536 -0.1374085498
0.0902246901 -0.1529562752
0.0804320426 -0.1685690347
0.0682919704 -0.1833800336
0.0545436884 -0.1979670879
0.0375267259 -0.2100379407
0.0188261442 -0.2200790979
-0.0014218553 -0.2273217894
-0.0234340561 -0.2296039033
-0.0452371713 -0.2269834345
-0.0657654470 -0.2201579963
-0.0836976000 -0.2088978586
-0.0993232329 -0.1946293880
-0.1115590711 -0.1787787567
-0.1211517933 -0.1615375818
-0.1269686227 -0.1436122343
-0.1316364088 -0.1257364250
-0.1325547004 -0.1085111975
-0.1326823068 -0.0915676265
-0.1289747815 -0.0766414225
-0.1247732280 -0.0626751369
-0.1191479627 -0.0506017476
-0.1130665479 -0.0399806508
-0.1059981811 -0.0307027612
-0.0984134749 -0.0237382203
-0.0903648548 -0.0179502303
-0.0827260782 -0.0132003989
-0.0739509180 -0.0101730228
-0.0657963933 -0.0089354149
-0.0575203769 -0.0059554622
-0.0494491122 -0.0072371757
-0.0422028029 -0.0099172493
