1.245855987071990967e-01 -4.219036921858787537e-02 7.525324821472167969e-02 -1.333547979593276978e-01
1.243451014161109924e-01 -4.929596930742263794e-02 7.469779998064041138e-02 -1.398704946041107178e-01
1.222051009535789490e-01 -5.465564876794815063e-02 7.363528758287429810e-02 -1.459279954433441162e-01
1.185610964894294739e-01 -5.911260843276977539e-02 7.321648299694061279e-02 -1.524809002876281738e-01
1.154977008700370789e-01 -6.509858369827270508e-02 7.289233058691024780e-02 -1.595294028520584106e-01
1.126644983887672424e-01 -7.182967662811279297e-02 7.310263812541961670e-02 -1.661666929721832275e-01
1.075443029403686523e-01 -7.590287178754806519e-02 7.046776264905929565e-02 -1.730037033557891846e-01
1.029656976461410522e-01 -8.080592006444931030e-02 7.210560142993927002e-02 -1.791696995496749878e-01
9.868870675563812256e-02 -8.648543059825897217e-02 7.193530350923538208e-02 -1.861921995878219604e-01
9.465900808572769165e-02 -9.371574968099594116e-02 7.141985744237899780e-02 -1.925722956657409668e-01
8.761408179998397827e-02 -9.684617072343826294e-02 6.986364722251892090e-02 -1.985747963190078735e-01
8.277296274900436401e-02 -1.036195009946823120e-01 6.938087195158004761e-02 -2.042822986841201782e-01
7.540083676576614380e-02 -1.077739968895912170e-01 6.963680684566497803e-02 -2.097042053937911987e-01
6.971018016338348389e-02 -1.133636012673377991e-01 6.940162926912307739e-02 -2.130772024393081665e-01
6.203144043684005737e-02 -1.176474988460540771e-01 6.932690739631652832e-02 -2.168015986680984497e-01
5.438449978828430176e-02 -1.217387020587921143e-01 6.926131993532180786e-02 -2.197313010692596436e-01
4.628361016511917114e-02 -1.252727061510086060e-01 6.894066184759140015e-02 -2.197079062461853027e-01
3.770991042256355286e-02 -1.281207948923110962e-01 6.903181225061416626e-02 -2.192430049180984497e-01
2.882914058864116669e-02 -1.306831985712051392e-01 7.068336755037307739e-02 -2.174752950668334961e-01
2.011206932365894318e-02 -1.306499987840652466e-01 6.628447771072387695e-02 -2.158711999654769897e-01
1.106476038694381714e-02 -1.328513026237487793e-01 6.401432305574417114e-02 -2.132284045219421387e-01
2.523754956200718880e-03 -1.316957026720046997e-01 6.115366145968437195e-02 -2.097218930721282959e-01
-6.423267070204019547e-03 -1.313889026641845703e-01 5.830485001206398010e-02 -2.051340937614440918e-01
-1.532069034874439240e-02 -1.305171996355056763e-01 5.464635044336318970e-02 -1.999703943729400635e-01
-2.285864949226379395e-02 -1.283473968505859375e-01 5.013503134250640869e-02 -1.953821927309036255e-01
-3.078665956854820251e-02 -1.265235990285873413e-01 4.535241052508354187e-02 -1.901444047689437866e-01
-3.822787106037139893e-02 -1.242822036147117615e-01 4.019805043935775757e-02 -1.851177066564559937e-01
-4.551719129085540771e-02 -1.216790005564689636e-01 3.524303063750267029e-02 -1.800260990858078003e-01
-5.297204107046127319e-02 -1.188549995422363281e-01 3.027733974158763885e-02 -1.753287017345428467e-01
-5.910677090287208557e-02 -1.154547035694122314e-01 2.477388083934783936e-02 -1.709499955177307129e-01
-6.552840769290924072e-02 -1.117992997169494629e-01 1.897992007434368134e-02 -1.667551994323730469e-01
-7.191379368305206299e-02 -1.076901033520698547e-01 1.306477002799510956e-02 -1.622882932424545288e-01
-7.793232053518295288e-02 -1.035993024706840515e-01 7.864425890147686005e-03 -1.578599959611892700e-01
-8.337759226560592651e-02 -9.909162670373916626e-02 1.969078090041875839e-03 -1.547773927450180054e-01
-8.810614794492721558e-02 -9.447246044874191284e-02 -3.322188043966889381e-03 -1.503936052322387695e-01
-9.363651275634765625e-02 -8.936311304569244385e-02 -8.611471392214298248e-03 -1.464623063802719116e-01
-9.827972948551177979e-02 -8.411738276481628418e-02 -1.495843008160591125e-02 -1.442144066095352173e-01
-1.027323007583618164e-01 -7.912378013134002686e-02 -2.060770988464355469e-02 -1.398483067750930786e-01
-1.068207025527954102e-01 -7.393494993448257446e-02 -2.628760971128940582e-02 -1.367021054029464722e-01
-1.135668009519577026e-01 -7.061176747083663940e-02 -3.182207047939300537e-02 -1.343182027339935303e-01
-1.172858998179435730e-01 -6.546282768249511719e-02 -3.758396953344345093e-02 -1.320921927690505981e-01
-1.175182983279228210e-01 -5.774534866213798523e-02 -4.313367977738380432e-02 -1.292161941528320312e-01
-1.197881028056144714e-01 -5.211415886878967285e-02 -4.880721867084503174e-02 -1.275348961353302002e-01
-1.239167004823684692e-01 -4.766454920172691345e-02 -5.350790917873382568e-02 -1.236106008291244507e-01
-1.270720958709716797e-01 -4.328316077589988708e-02 -5.951176956295967102e-02 -1.229989975690841675e-01
-1.293078064918518066e-01 -3.766357153654098511e-02 -6.513289362192153931e-02 -1.207083016633987427e-01
-1.273314952850341797e-01 -3.108620084822177887e-02 -7.082934677600860596e-02 -1.195276007056236267e-01
-1.289713978767395020e-01 -2.795615978538990021e-02 -7.639609277248382568e-02 -1.149336025118827820e-01
-1.315941065549850464e-01 -2.193197980523109436e-02 -8.243721723556518555e-02 -1.129831001162528992e-01
-1.305803060531616211e-01 -1.944172941148281097e-02 -9.003881365060806274e-02 -1.126672029495239258e-01
-1.322927027940750122e-01 -1.492867991328239441e-02 -9.461627900600433350e-02 -1.087609976530075073e-01
-1.338347941637039185e-01 -1.061991974711418152e-02 -1.025886982679367065e-01 -1.070860028266906738e-01
-1.323722004890441895e-01 -5.229737143963575363e-03 -1.078986003994941711e-01 -1.042195037007331848e-01
-1.328597962856292725e-01 -2.876563929021358490e-03 -1.144274026155471802e-01 -1.020502969622612000e-01
-1.323529034852981567e-01 1.054674037732183933e-03 -1.207424029707908630e-01 -9.904254972934722900e-02
-1.337057054042816162e-01 3.659340087324380875e-03 -1.278042048215866089e-01 -9.658169001340866089e-02
-1.319725066423416138e-01 6.257794797420501709e-03 -1.344788074493408203e-01 -9.355455636978149414e-02
-1.320416927337646484e-01 8.991581387817859650e-03 -1.410820037126541138e-01 -9.004843235015869141e-02
-1.321129947900772095e-01 9.784021414816379547e-03 -1.474508941173553467e-01 -8.673024922609329224e-02
-1.318825036287307739e-01 1.210349984467029572e-02 -1.549988985061645508e-01 -8.333495259284973145e-02
-1.331946998834609985e-01 1.500295009464025497e-02 -1.608731001615524292e-01 -8.019030839204788208e-02
-1.324352025985717773e-01 1.530557032674551010e-02 -1.665813028812408447e-01 -7.539516687393188477e-02
-1.328469067811965942e-01 1.678930968046188354e-02 -1.731745004653930664e-01 -7.151752710342407227e-02
-1.321994066238403320e-01 1.819659024477005005e-02 -1.793241053819656372e-01 -6.714556366205215454e-02
-1.319375932216644287e-01 1.825232058763504028e-02 -1.865064948797225952e-01 -6.303250044584274292e-02
-1.310828030109405518e-01 1.787539012730121613e-02 -1.914536952972412109e-01 -5.773359909653663635e-02
-1.306363940238952637e-01 1.782839000225067139e-02 -1.971752941608428955e-01 -5.330663919448852539e-02
-1.311587989330291748e-01 1.784964092075824738e-02 -2.018889933824539185e-01 -4.828777164220809937e-02
-1.314615011215209961e-01 1.860539987683296204e-02 -2.065646052360534668e-01 -4.324055090546607971e-02
-1.327683031558990479e-01 1.825981028378009796e-02 -2.108998000621795654e-01 -3.837287053465843201e-02
-1.310888975858688354e-01 1.594048924744129181e-02 -2.156977057456970215e-01 -3.294524922966957092e-02
-1.312143951654434204e-01 1.518703997135162354e-02 -2.200196981430053711e-01 -2.796128019690513611e-02
-1.332142949104309082e-01 1.621300913393497467e-02 -2.221951037645339966e-01 -2.251088060438632965e-02
-1.309892982244491577e-01 1.364853978157043457e-02 -2.273833006620407104e-01 -1.803080923855304718e-02
-1.296371072530746460e-01 1.167573966085910797e-02 -2.279240041971206665e-01 -1.165063027292490005e-02
-1.316024959087371826e-01 7.884059101343154907e-03 -2.309730947017669678e-01 -6.255155894905328751e-03
-1.321839988231658936e-01 7.198655046522617340e-03 -2.330572009086608887e-01 -5.620120209641754627e-04
-1.308373957872390747e-01 4.786340054124593735e-03 -2.332222014665603638e-01 4.641118925064802170e-03
-1.325388997793197632e-01 1.036170986481010914e-03 -2.326312065124511719e-01 9.088687598705291748e-03
-1.313381940126419067e-01 -1.728664035908877850e-03 -2.334689050912857056e-01 1.358759030699729919e-02
-1.324211061000823975e-01 -5.328575149178504944e-03 -2.304528057575225830e-01 1.673411950469017029e-02
-1.318527013063430786e-01 -8.349847979843616486e-03 -2.305794060230255127e-01 2.224628068506717682e-02
-1.319427043199539185e-01 -1.195893995463848114e-02 -2.275567948818206787e-01 2.642872929573059082e-02
-1.329215019941329956e-01 -1.319881994277238846e-02 -2.244234979152679443e-01 2.999486029148101807e-02
-1.310489028692245483e-01 -1.825799047946929932e-02 -2.203895002603530884e-01 3.269613161683082581e-02
-1.303555071353912354e-01 -2.211049944162368774e-02 -2.163898050785064697e-01 3.642063960433006287e-02
-1.299725025892257690e-01 -2.578341960906982422e-02 -2.117646932601928711e-01 3.880497068166732788e-02
-1.285081952810287476e-01 -2.952628023922443390e-02 -2.072079926729202271e-01 4.057480022311210632e-02
-1.284845024347305298e-01 -3.168182820081710815e-02 -2.017531991004943848e-01 4.143365100026130676e-02
-1.277078986167907715e-01 -3.549331054091453552e-02 -1.967481970787048340e-01 4.168898984789848328e-02
-1.252277046442031860e-01 -3.966388851404190063e-02 -1.907507032155990601e-01 4.180099070072174072e-02
-1.240736022591590881e-01 -4.395775869488716125e-02 -1.847210973501205444e-01 4.035256057977676392e-02
-1.226186975836753845e-01 -4.886291921138763428e-02 -1.785663962364196777e-01 4.073030129075050354e-02
-1.212487965822219849e-01 -5.300521105527877808e-02 -1.727436035871505737e-01 4.007912054657936096e-02
-1.196658015251159668e-01 -5.677624046802520752e-02 -1.658775955438613892e-01 3.853248059749603271e-02
-1.175824999809265137e-01 -6.052276119589805603e-02 -1.594076007604598999e-01 3.698759898543357849e-02
-1.172228008508682251e-01 -6.463459134101867676e-02 -1.527712941169738770e-01 3.400802984833717346e-02
-1.148921996355056763e-01 -6.959869712591171265e-02 -1.455183029174804688e-01 3.119515068829059601e-02
-1.116627976298332214e-01 -7.324776798486709595e-02 -1.380749046802520752e-01 2.934904024004936218e-02
-1.060366034507751465e-01 -7.479515671730041504e-02 -1.307945996522903442e-01 2.615015022456645966e-02
-1.066477969288825989e-01 -8.199656009674072266e-02 -1.243837997317314148e-01 2.178308926522731781e-02
-1.008839011192321777e-01 -8.386243134737014771e-02 -1.170931980013847351e-01 1.803091913461685181e-02
-9.936685115098953247e-02 -9.000798314809799194e-02 -1.101675033569335938e-01 1.447958033531904221e-02
-9.568797796964645386e-02 -9.432592988014221191e-02 -1.031482964754104614e-01 1.069166045635938644e-02
-9.051147848367691040e-02 -9.532220661640167236e-02 -9.625674039125442505e-02 6.518532056361436844e-03
-8.608406782150268555e-02 -9.943629801273345947e-02 -8.992552757263183594e-02 2.342967083677649498e-03
-8.095108717679977417e-02 -1.051502004265785217e-01 -8.268856257200241089e-02 -1.317378948442637920e-03
-7.603669911623001099e-02 -1.078931018710136414e-01 -7.548084855079650879e-02 -4.747876897454261780e-03
-7.223247736692428589e-02 -1.129138991236686707e-01 -6.928730756044387817e-02 -8.822531439363956451e-03
-6.640682369470596313e-02 -1.159181967377662659e-01 -6.283368915319442749e-02 -1.259148027747869492e-02
-5.995370820164680481e-02 -1.182830035686492920e-01 -5.538450181484222412e-02 -1.521572005003690720e-02
-5.426580086350440979e-02 -1.215422973036766052e-01 -4.901831969618797302e-02 -1.823614910244941711e-02
-4.788380861282348633e-02 -1.244897991418838501e-01 -4.188092052936553955e-02 -2.003566920757293701e-02
-4.092540964484214783e-02 -1.259004026651382446e-01 -3.557027876377105713e-02 -2.296953089535236359e-02
-3.446104004979133606e-02 -1.274591982364654541e-01 -2.894937992095947266e-02 -2.534881047904491425e-02
-2.783725038170814514e-02 -1.297916024923324585e-01 -2.285981923341751099e-02 -2.723407931625843048e-02
-2.038197964429855347e-02 -1.305308938026428223e-01 -1.570248045027256012e-02 -2.739433944225311279e-02
-1.344022992998361588e-02 -1.324881017208099365e-01 -1.064321026206016541e-02 -2.735196985304355621e-02
-6.004401016980409622e-03 -1.333968937397003174e-01 -2.815173938870429993e-03 -2.914579026401042938e-02
8.998650009743869305e-04 -1.332210004329681396e-01 5.445769056677818298e-03 -2.839761972427368164e-02
8.098065853118896484e-03 -1.334743946790695190e-01 1.162273995578289032e-02 -2.817400917410850525e-02
1.550044957548379898e-02 -1.321963071823120117e-01 1.752598956227302551e-02 -2.800123021006584167e-02
2.293192967772483826e-02 -1.313001066446304321e-01 2.426855079829692841e-02 -2.703683078289031982e-02
3.022908978164196014e-02 -1.301632970571517944e-01 3.113600984215736389e-02 -2.615061961114406586e-02
3.771121054887771606e-02 -1.274484992027282715e-01 3.698702901601791382e-02 -2.449554949998855591e-02
4.413466155529022217e-02 -1.268205940723419189e-01 4.451765120029449463e-02 -2.299281954765319824e-02
4.941742122173309326e-02 -1.236009970307350159e-01 5.101820826530456543e-02 -2.098087035119533539e-02
5.602638050913810730e-02 -1.209388971328735352e-01 5.812720954418182373e-02 -1.867921091616153717e-02
6.134520098567008972e-02 -1.179561987519264221e-01 6.517603993415832520e-02 -1.653408072888851166e-02
6.693883240222930908e-02 -1.137977987527847290e-01 7.139617949724197388e-02 -1.304125972092151642e-02
7.128299772739410400e-02 -1.097031012177467346e-01 7.851669192314147949e-02 -1.059149019420146942e-02
7.611107826232910156e-02 -1.059935018420219421e-01 8.575458079576492310e-02 -7.931748405098915100e-03
8.203022927045822144e-02 -1.046293005347251892e-01 9.219615161418914795e-02 -4.635685123503208160e-03
8.505497127771377563e-02 -9.827286750078201294e-02 9.866525232791900635e-02 -1.288524945266544819e-03
8.932478725910186768e-02 -9.592177718877792358e-02 1.055793985724449158e-01 1.782007981091737747e-03
9.347522258758544922e-02 -9.194558858871459961e-02 1.120997965335845947e-01 4.868696909397840500e-03
9.671822190284729004e-02 -8.685468137264251709e-02 1.189422011375427246e-01 7.878554984927177429e-03
1.006096005439758301e-01 -8.293899893760681152e-02 1.254099011421203613e-01 1.071214955300092697e-02
1.054582968354225159e-01 -8.038721978664398193e-02 1.321514993906021118e-01 1.331077981740236282e-02
1.086983978748321533e-01 -7.560957968235015869e-02 1.389015018939971924e-01 1.574862934648990631e-02
1.086710020899772644e-01 -7.085271179676055908e-02 1.453859955072402954e-01 1.871078088879585266e-02
1.150330007076263428e-01 -6.838198751211166382e-02 1.515357047319412231e-01 2.077789977192878723e-02
1.171699017286300659e-01 -6.403663754463195801e-02 1.581522971391677856e-01 2.183027938008308411e-02
1.188198029994964600e-01 -5.928542092442512512e-02 1.644708067178726196e-01 2.292598970234394073e-02
1.186498999595642090e-01 -5.745647847652435303e-02 1.708938032388687134e-01 2.343663945794105530e-02
1.221949011087417603e-01 -5.308356881141662598e-02 1.770717948675155640e-01 2.401746064424514771e-02
1.240198984742164612e-01 -4.709172993898391724e-02 1.831610053777694702e-01 2.487046085298061371e-02
1.255960017442703247e-01 -4.329434037208557129e-02 1.891175061464309692e-01 2.490410022437572479e-02
1.250130981206893921e-01 -4.103893041610717773e-02 1.950636059045791626e-01 2.455602027475833893e-02
1.280097961425781250e-01 -3.523734956979751587e-02 2.004649043083190918e-01 2.357359975576400757e-02
1.274002045392990112e-01 -3.380655124783515930e-02 2.058289945125579834e-01 2.209779061377048492e-02
1.308283954858779907e-01 -2.875643968582153320e-02 2.107574939727783203e-01 1.992134004831314087e-02
1.316130012273788452e-01 -2.506045997142791748e-02 2.149281948804855347e-01 1.749316975474357605e-02
1.307336986064910889e-01 -1.977835968136787415e-02 2.192189991474151611e-01 1.411877013742923737e-02
1.324836015701293945e-01 -1.694983057677745819e-02 2.226421982049942017e-01 1.052288990467786789e-02
1.332093030214309692e-01 -1.393199991434812546e-02 2.257838994264602661e-01 5.840140860527753830e-03
1.316680014133453369e-01 -8.822792209684848785e-03 2.277143001556396484e-01 1.212420989759266376e-03
1.333086043596267700e-01 -7.898925803601741791e-03 2.288444042205810547e-01 -3.087020013481378555e-03
1.334473043680191040e-01 -4.698875825852155685e-03 2.289862036705017090e-01 -7.786386180669069290e-03
1.332273930311203003e-01 6.414329982362687588e-04 2.287566959857940674e-01 -1.216532010585069656e-02
1.337666958570480347e-01 2.374791074544191360e-03 2.281682044267654419e-01 -1.744277961552143097e-02
1.336380988359451294e-01 5.689309909939765930e-03 2.268663942813873291e-01 -2.243858017027378082e-02
1.318801045417785645e-01 8.942022919654846191e-03 2.249893993139266968e-01 -2.761182934045791626e-02
1.334583014249801636e-01 9.857565164566040039e-03 2.226731926202774048e-01 -3.255522996187210083e-02
1.325844973325729370e-01 9.623711928725242615e-03 2.203868925571441650e-01 -3.715207055211067200e-02
1.324726939201354980e-01 1.153573021292686462e-02 2.169415056705474854e-01 -4.220981895923614502e-02
